Date,Crude Oil,State Underground Storage Tank,Refinery,Marketing,Tax,Average Retail Price
01/04/1999,0.25,0.00,0.26,0.17,0.44,1.13
01/11/1999,0.27,0.00,0.24,0.18,0.44,1.13
01/18/1999,0.25,0.00,0.24,0.19,0.44,1.12
01/25/1999,0.25,0.00,0.23,0.19,0.44,1.12
02/01/1999,0.26,0.00,0.24,0.17,0.44,1.11
02/08/1999,0.24,0.00,0.27,0.16,0.44,1.11
02/15/1999,0.23,0.00,0.27,0.16,0.44,1.10
02/22/1999,0.25,0.00,0.25,0.17,0.44,1.11
03/01/1999,0.26,0.00,0.27,0.15,0.44,1.12
03/08/1999,0.29,0.00,0.33,0.10,0.45,1.16
03/15/1999,0.30,0.00,0.33,0.11,0.45,1.19
03/22/1999,0.32,0.00,0.46,-0.01,0.45,1.23
03/29/1999,0.35,0.00,0.71,-0.07,0.47,1.46
04/05/1999,0.36,0.00,0.73,0.02,0.48,1.59
04/12/1999,0.35,0.00,0.64,0.15,0.48,1.62
04/19/1999,0.38,0.00,0.49,0.24,0.48,1.59
04/26/1999,0.38,0.00,0.47,0.25,0.48,1.57
05/03/1999,0.38,0.00,0.45,0.24,0.48,1.54
05/10/1999,0.41,0.00,0.41,0.23,0.47,1.51
05/17/1999,0.40,0.00,0.38,0.23,0.47,1.48
05/24/1999,0.35,0.00,0.40,0.21,0.47,1.42
05/31/1999,0.35,0.00,0.41,0.15,0.46,1.37
06/07/1999,0.38,0.00,0.40,0.11,0.46,1.35
06/14/1999,0.39,0.00,0.47,0.02,0.46,1.34
06/21/1999,0.37,0.00,0.46,0.05,0.46,1.34
06/28/1999,0.38,0.00,0.45,0.05,0.46,1.34
07/05/1999,0.42,0.00,0.48,-0.03,0.46,1.33
07/12/1999,0.42,0.00,0.54,-0.04,0.46,1.38
07/19/1999,0.41,0.00,0.69,-0.11,0.47,1.46
07/26/1999,0.45,0.00,0.57,-0.02,0.47,1.48
08/02/1999,0.46,0.00,0.68,-0.12,0.47,1.50
08/09/1999,0.47,0.00,0.61,-0.03,0.47,1.53
08/16/1999,0.49,0.00,0.52,0.06,0.47,1.53
08/23/1999,0.48,0.00,0.48,0.08,0.47,1.52
08/30/1999,0.50,0.00,0.37,0.16,0.47,1.50
09/06/1999,0.52,0.00,0.32,0.15,0.47,1.46
09/13/1999,0.55,0.00,0.27,0.15,0.47,1.45
09/20/1999,0.56,0.00,0.25,0.16,0.47,1.42
09/27/1999,0.57,0.00,0.24,0.12,0.46,1.39
10/04/1999,0.55,0.00,0.30,0.08,0.46,1.38
10/11/1999,0.48,0.00,0.33,0.12,0.46,1.39
10/18/1999,0.51,0.00,0.27,0.14,0.46,1.38
10/25/1999,0.53,0.00,0.24,0.14,0.46,1.37
11/01/1999,0.51,0.00,0.26,0.11,0.46,1.34
11/08/1999,0.50,0.00,0.33,0.04,0.46,1.33
11/15/1999,0.57,0.00,0.26,0.05,0.46,1.35
11/22/1999,0.61,0.00,0.20,0.10,0.46,1.37
11/29/1999,0.59,0.00,0.23,0.10,0.46,1.37
12/06/1999,0.60,0.00,0.20,0.12,0.46,1.39
12/13/1999,0.56,0.00,0.22,0.13,0.46,1.38
12/20/1999,0.60,0.00,0.19,0.11,0.46,1.37
12/27/1999,0.59,0.00,0.21,0.11,0.46,1.36
01/03/2000,0.58,0.00,0.24,0.08,0.46,1.36
01/10/2000,0.59,0.00,0.21,0.10,0.46,1.35
01/17/2000,0.62,0.00,0.17,0.09,0.46,1.35
01/24/2000,0.66,0.00,0.18,0.05,0.46,1.35
01/31/2000,0.62,0.00,0.21,0.09,0.46,1.38
02/07/2000,0.62,0.00,0.24,0.06,0.46,1.38
02/14/2000,0.68,0.00,0.22,0.04,0.46,1.40
02/21/2000,0.66,0.00,0.33,-0.02,0.47,1.44
02/28/2000,0.68,0.00,0.43,-0.07,0.47,1.52
03/06/2000,0.71,0.00,0.50,-0.06,0.48,1.63
03/13/2000,0.72,0.00,0.61,-0.07,0.49,1.74
03/20/2000,0.62,0.00,0.64,0.04,0.49,1.79
03/27/2000,0.62,0.00,0.47,0.20,0.49,1.79
04/03/2000,0.59,0.00,0.45,0.25,0.49,1.77
04/10/2000,0.55,0.00,0.40,0.31,0.49,1.75
04/17/2000,0.57,0.00,0.32,0.35,0.49,1.73
04/24/2000,0.58,0.00,0.34,0.29,0.49,1.70
05/01/2000,0.58,0.00,0.41,0.21,0.48,1.67
05/15/2000,0.67,0.00,0.32,0.16,0.48,1.63
05/22/2000,0.64,0.00,0.39,0.10,0.48,1.61
05/29/2000,0.67,0.00,0.37,0.09,0.48,1.61
06/05/2000,0.65,0.00,0.42,0.07,0.48,1.61
06/12/2000,0.70,0.00,0.36,0.08,0.48,1.61
06/19/2000,0.70,0.00,0.38,0.06,0.48,1.62
06/26/2000,0.77,0.00,0.39,-0.01,0.48,1.64
07/03/2000,0.68,0.00,0.58,-0.04,0.49,1.71
07/10/2000,0.66,0.00,0.56,0.03,0.49,1.73
07/17/2000,0.69,0.00,0.44,0.11,0.49,1.72
07/24/2000,0.62,0.00,0.47,0.14,0.49,1.71
07/31/2000,0.60,0.00,0.48,0.12,0.48,1.68
08/07/2000,0.64,0.00,0.51,0.04,0.48,1.67
08/14/2000,0.72,0.00,0.54,-0.07,0.48,1.67
08/21/2000,0.72,0.00,0.50,-0.03,0.48,1.67
08/28/2000,0.74,0.00,0.56,-0.09,0.49,1.70
09/11/2000,0.80,0.00,0.62,-0.07,0.50,1.85
09/18/2000,0.84,0.00,0.43,0.06,0.50,1.83
09/25/2000,0.70,0.00,0.58,0.06,0.50,1.83
10/02/2000,0.73,0.00,0.52,0.09,0.50,1.83
10/09/2000,0.72,0.00,0.46,0.15,0.50,1.83
10/16/2000,0.75,0.00,0.51,0.06,0.49,1.81
10/23/2000,0.77,0.00,0.49,0.05,0.49,1.80
10/30/2000,0.75,0.00,0.56,-0.01,0.49,1.80
11/06/2000,0.74,0.00,0.60,-0.05,0.49,1.79
11/13/2000,0.78,0.00,0.37,0.13,0.49,1.78
11/20/2000,0.81,0.00,0.29,0.17,0.49,1.75
11/27/2000,0.80,0.00,0.29,0.16,0.49,1.74
12/04/2000,0.67,0.00,0.38,0.18,0.49,1.72
12/11/2000,0.59,0.00,0.33,0.29,0.49,1.69
12/18/2000,0.59,0.00,0.34,0.26,0.48,1.66
12/26/2000,0.50,0.00,0.44,0.23,0.48,1.65
01/02/2001,0.51,0.00,0.48,0.16,0.48,1.63
01/08/2001,0.52,0.00,0.48,0.15,0.48,1.63
01/16/2001,0.60,0.00,0.32,0.20,0.48,1.60
01/22/2001,0.65,0.00,0.32,0.14,0.48,1.58
01/29/2001,0.59,0.00,0.38,0.12,0.48,1.57
02/05/2001,0.64,0.00,0.40,0.07,0.48,1.59
02/12/2001,0.65,0.00,0.49,0.03,0.48,1.64
02/19/2001,0.61,0.00,0.52,0.04,0.48,1.66
02/26/2001,0.60,0.00,0.60,-0.02,0.48,1.66
03/01/2001,0.62,0.00,0.58,-0.01,0.49,1.70
03/12/2001,0.54,0.00,0.66,0.02,0.49,1.70
03/19/2001,0.56,0.00,0.60,0.05,0.49,1.70
03/26/2001,0.59,0.00,0.63,-0.03,0.48,1.68
04/02/2001,0.55,0.00,0.74,-0.07,0.49,1.72
04/09/2001,0.61,0.00,0.77,-0.12,0.49,1.75
04/16/2001,0.64,0.00,0.76,-0.10,0.49,1.80
04/23/2001,0.60,0.00,0.76,-0.03,0.50,1.83
04/30/2001,0.63,0.00,0.74,-0.01,0.50,1.87
05/07/2001,0.62,0.00,0.71,0.11,0.50,1.94
05/14/2001,0.64,0.00,0.62,0.20,0.50,1.95
05/21/2001,0.64,0.00,0.62,0.20,0.50,1.95
05/28/2001,0.64,0.00,0.56,0.25,0.50,1.95
06/04/2001,0.63,0.00,0.56,0.25,0.50,1.93
06/11/2001,0.65,0.00,0.41,0.39,0.50,1.95
06/18/2001,0.62,0.00,0.44,0.38,0.50,1.93
06/25/2001,0.60,0.00,0.38,0.42,0.50,1.90
07/02/2001,0.58,0.00,0.33,0.45,0.50,1.86
07/09/2001,0.62,0.00,0.25,0.46,0.50,1.82
07/16/2001,0.57,0.00,0.21,0.50,0.49,1.78
07/23/2001,0.57,0.00,0.15,0.51,0.49,1.72
07/30/2001,0.57,0.00,0.26,0.36,0.48,1.67
08/06/2001,0.58,0.00,0.27,0.29,0.48,1.62
08/13/2001,0.59,0.00,0.30,0.20,0.48,1.56
08/20/2001,0.57,0.00,0.39,0.10,0.47,1.52
09/03/2001,0.57,0.00,0.71,-0.12,0.48,1.64
09/10/2001,0.59,0.00,0.56,0.05,0.48,1.68
09/17/2001,0.61,0.00,0.56,0.01,0.48,1.67
09/24/2001,0.44,0.00,0.58,0.16,0.48,1.66
10/01/2001,0.49,0.00,0.41,0.24,0.48,1.62
10/08/2001,0.47,0.00,0.41,0.22,0.48,1.58
10/15/2001,0.47,0.00,0.37,0.24,0.47,1.55
10/22/2001,0.46,0.00,0.44,0.14,0.47,1.51
10/26/2001,0.47,0.00,0.44,0.09,0.47,1.47
11/05/2001,0.42,0.00,0.40,0.14,0.47,1.42
11/12/2001,0.45,0.00,0.29,0.18,0.46,1.38
11/19/2001,0.37,0.00,0.27,0.24,0.46,1.34
11/26/2001,0.39,0.00,0.24,0.21,0.46,1.29
12/03/2001,0.42,0.00,0.19,0.18,0.45,1.24
12/10/2001,0.38,0.00,0.19,0.18,0.45,1.20
12/17/2001,0.39,0.00,0.21,0.10,0.44,1.14
12/24/2001,0.44,0.00,0.23,0.00,0.44,1.11
12/31/2001,0.41,0.00,0.30,-0.06,0.44,1.10
01/07/2002,0.45,0.00,0.26,-0.03,0.44,1.13
01/14/2002,0.40,0.00,0.24,0.09,0.45,1.18
01/21/2002,0.39,0.00,0.25,0.11,0.45,1.21
01/28/2002,0.43,0.00,0.32,0.03,0.45,1.22
02/04/2002,0.43,0.00,0.32,0.05,0.45,1.25
02/11/2002,0.48,0.00,0.27,0.05,0.45,1.25
02/19/2002,0.46,0.00,0.32,0.06,0.46,1.29
02/25/2002,0.45,0.00,0.32,0.07,0.46,1.30
03/04/2002,0.50,0.00,0.34,0.04,0.46,1.33
03/11/2002,0.54,0.00,0.45,-0.01,0.47,1.45
03/18/2002,0.56,0.00,0.46,0.02,0.47,1.50
03/25/2002,0.55,0.00,0.46,0.08,0.48,1.56
04/01/2002,0.61,0.00,0.39,0.12,0.48,1.59
04/08/2002,0.60,0.00,0.40,0.15,0.48,1.62
04/15/2002,0.56,0.00,0.37,0.21,0.48,1.62
04/22/2002,0.62,0.00,0.35,0.16,0.48,1.61
04/29/2002,0.63,0.00,0.33,0.17,0.48,1.61
05/06/2002,0.60,0.00,0.33,0.18,0.48,1.59
05/13/2002,0.65,0.00,0.27,0.17,0.48,1.57
05/20/2002,0.64,0.00,0.31,0.13,0.48,1.56
05/27/2002,0.57,0.00,0.39,0.12,0.48,1.55
06/03/2002,0.56,0.00,0.39,0.13,0.48,1.56
06/10/2002,0.54,0.00,0.47,0.07,0.48,1.56
06/17/2002,0.59,0.00,0.50,0.03,0.48,1.60
06/24/2002,0.60,0.00,0.40,0.14,0.48,1.62
07/01/2002,0.61,0.00,0.39,0.14,0.48,1.62
07/08/2002,0.60,0.00,0.39,0.15,0.48,1.61
07/15/2002,0.62,0.00,0.36,0.15,0.48,1.60
07/22/2002,0.61,0.00,0.36,0.15,0.48,1.59
07/29/2002,0.61,0.00,0.38,0.11,0.48,1.58
08/05/2002,0.61,0.00,0.38,0.13,0.48,1.59
08/12/2002,0.64,0.00,0.36,0.11,0.48,1.59
08/19/2002,0.69,0.00,0.33,0.09,0.48,1.58
08/26/2002,0.67,0.00,0.32,0.12,0.48,1.59
09/02/2002,0.64,0.00,0.38,0.11,0.48,1.60
09/09/2002,0.69,0.00,0.35,0.09,0.48,1.59
09/16/2002,0.68,0.00,0.33,0.09,0.48,1.58
09/23/2002,0.71,0.00,0.29,0.10,0.48,1.57
09/30/2002,0.70,0.00,0.29,0.09,0.48,1.56
10/07/2002,0.68,0.00,0.31,0.08,0.47,1.55
10/14/2002,0.68,0.00,0.32,0.07,0.47,1.53
10/21/2002,0.64,0.00,0.36,0.06,0.47,1.52
10/28/2002,0.61,0.00,0.42,0.02,0.47,1.52
11/04/2002,0.60,0.00,0.44,0.04,0.48,1.56
11/11/2002,0.58,0.00,0.43,0.10,0.48,1.59
11/18/2002,0.60,0.00,0.37,0.14,0.48,1.59
11/25/2002,0.61,0.00,0.32,0.17,0.48,1.57
12/02/2002,0.61,0.00,0.26,0.21,0.48,1.56
12/09/2002,0.61,0.00,0.23,0.23,0.47,1.54
12/16/2002,0.68,0.00,0.23,0.14,0.47,1.53
12/23/2002,0.73,0.00,0.21,0.12,0.47,1.52
12/30/2002,0.72,0.00,0.27,0.08,0.47,1.53
01/06/2003,0.73,0.00,0.24,0.12,0.48,1.58
01/13/2003,0.74,0.00,0.24,0.13,0.48,1.59
01/20/2003,0.80,0.00,0.22,0.13,0.48,1.63
01/27/2003,0.74,0.00,0.29,0.13,0.48,1.65
02/03/2003,0.76,0.00,0.33,0.11,0.48,1.68
02/10/2003,0.81,0.00,0.37,0.09,0.49,1.75
02/17/2003,0.87,0.00,0.34,0.16,0.50,1.86
02/24/2003,0.88,0.00,0.37,0.18,0.50,1.92
03/03/2003,0.85,0.00,0.52,0.14,0.51,2.01
03/10/2003,0.88,0.00,0.59,0.09,0.51,2.08
03/17/2003,0.82,0.00,0.71,0.10,0.52,2.14
03/24/2003,0.63,0.00,0.76,0.23,0.52,2.14
03/31/2003,0.69,0.00,0.64,0.28,0.52,2.13
04/07/2003,0.60,0.00,0.65,0.34,0.52,2.11
04/14/2003,0.62,0.00,0.59,0.36,0.51,2.08
04/21/2003,0.67,0.00,0.51,0.33,0.51,2.01
04/28/2003,0.54,0.00,0.59,0.34,0.51,1.98
05/05/2003,0.58,0.00,0.45,0.39,0.50,1.93
05/12/2003,0.60,0.00,0.34,0.43,0.50,1.87
05/19/2003,0.64,0.00,0.36,0.28,0.49,1.81
05/26/2003,0.66,0.00,0.37,0.25,0.49,1.76
06/02/2003,0.70,0.00,0.31,0.23,0.49,1.73
06/09/2003,0.72,0.00,0.36,0.13,0.49,1.70
06/16/2003,0.71,0.00,0.53,0.05,0.49,1.79
06/23/2003,0.71,0.00,0.53,0.07,0.49,1.80
06/30/2003,0.68,0.00,0.48,0.14,0.49,1.80
07/07/2003,0.68,0.00,0.43,0.19,0.49,1.79
07/14/2003,0.71,0.00,0.39,0.17,0.49,1.76
07/21/2003,0.72,0.00,0.35,0.17,0.49,1.73
07/28/2003,0.68,0.00,0.41,0.13,0.49,1.71
08/04/2003,0.72,0.00,0.40,0.09,0.49,1.70
08/11/2003,0.73,0.00,0.49,0.03,0.49,1.74
08/18/2003,0.70,0.00,0.80,-0.08,0.50,1.92
08/25/2003,0.72,0.00,0.81,0.06,0.52,2.10
09/01/2003,0.72,0.00,0.67,0.20,0.52,2.10
09/08/2003,0.66,0.00,0.64,0.27,0.51,2.08
09/15/2003,0.64,0.00,0.49,0.36,0.51,2.03
09/22/2003,0.62,0.00,0.43,0.43,0.51,1.98
09/29/2003,0.65,0.00,0.38,0.39,0.50,1.91
10/06/2003,0.69,0.00,0.40,0.27,0.50,1.85
10/13/2003,0.72,0.00,0.37,0.22,0.49,1.81
10/20/2003,0.68,0.00,0.36,0.24,0.49,1.79
10/27/2003,0.67,0.00,0.42,0.16,0.49,1.74
11/03/2003,0.65,0.00,0.41,0.17,0.49,1.71
11/10/2003,0.69,0.00,0.39,0.12,0.49,1.69
11/17/2003,0.71,0.00,0.41,0.08,0.48,1.68
11/24/2003,0.67,0.00,0.38,0.16,0.49,1.69
12/01/2003,0.67,0.00,0.34,0.19,0.48,1.68
12/08/2003,0.72,0.00,0.28,0.18,0.48,1.65
12/15/2003,0.76,0.00,0.23,0.16,0.48,1.62
12/22/2003,0.73,0.00,0.27,0.14,0.48,1.61
12/29/2003,0.74,0.00,0.29,0.09,0.48,1.59
01/05/2004,0.78,0.00,0.25,0.14,0.45,1.62
01/12/2004,0.80,0.00,0.24,0.19,0.45,1.67
01/19/2004,0.84,0.00,0.29,0.10,0.46,1.69
01/26/2004,0.79,0.00,0.36,0.13,0.46,1.73
02/02/2004,0.81,0.00,0.35,0.13,0.46,1.75
02/09/2004,0.76,0.00,0.46,0.14,0.46,1.82
02/16/2004,0.80,0.00,0.48,0.13,0.47,1.87
02/23/2004,0.79,0.00,0.72,0.04,0.48,2.03
03/01/2004,0.85,0.00,0.61,0.16,0.49,2.11
03/08/2004,0.84,0.00,0.57,0.21,0.49,2.11
03/15/2004,0.86,0.00,0.55,0.21,0.49,2.10
03/22/2004,0.85,0.00,0.57,0.18,0.48,2.08
03/29/2004,0.81,0.00,0.64,0.16,0.48,2.08
04/05/2004,0.79,0.00,0.75,0.10,0.49,2.13
04/12/2004,0.87,0.00,0.59,0.22,0.49,2.16
04/19/2004,0.86,0.00,0.61,0.20,0.49,2.15
04/26/2004,0.85,0.00,0.61,0.17,0.49,2.12
05/03/2004,0.88,0.00,0.69,0.05,0.49,2.11
05/10/2004,0.90,0.00,0.77,0.06,0.49,2.22
05/17/2004,0.96,0.00,0.74,0.08,0.50,2.27
05/24/2004,0.97,0.00,0.72,0.13,0.50,2.32
05/31/2004,0.99,0.00,0.64,0.20,0.50,2.33
06/07/2004,0.89,0.00,0.71,0.23,0.50,2.32
06/14/2004,0.86,0.00,0.72,0.21,0.50,2.29
06/21/2004,0.86,0.00,0.64,0.26,0.50,2.26
06/28/2004,0.83,0.00,0.75,0.17,0.50,2.24
07/05/2004,0.88,0.00,0.65,0.18,0.49,2.20
07/12/2004,0.91,0.00,0.64,0.15,0.49,2.19
07/19/2004,0.95,0.00,0.59,0.17,0.49,2.19
07/26/2004,0.96,0.00,0.51,0.20,0.49,2.16
08/02/2004,1.01,0.00,0.45,0.18,0.49,2.13
08/09/2004,1.04,0.00,0.39,0.18,0.48,2.09
08/16/2004,1.06,0.00,0.39,0.13,0.48,2.05
08/23/2004,1.06,0.00,0.42,0.10,0.48,2.05
08/30/2004,0.94,0.00,0.48,0.20,0.49,2.10
09/06/2004,0.97,0.00,0.45,0.18,0.48,2.07
09/13/2004,0.97,0.00,0.47,0.14,0.48,2.05
09/21/2004,1.03,0.00,0.47,0.09,0.48,2.06
09/27/2004,1.10,0.00,0.47,0.03,0.49,2.09
10/04/2004,1.11,0.00,0.54,0.06,0.49,2.20
10/11/2004,1.17,0.00,0.62,0.05,0.50,2.33
10/18/2004,1.18,0.00,0.58,0.14,0.51,2.40
10/25/2004,1.16,0.00,0.55,0.17,0.51,2.39
11/01/2004,1.09,0.00,0.55,0.17,0.51,2.37
11/08/2004,1.02,0.00,0.57,0.26,0.50,2.34
11/15/2004,0.98,0.00,0.58,0.26,0.50,2.31
11/22/2004,1.00,0.00,0.47,0.30,0.50,2.26
11/29/2004,1.18,0.00,0.28,0.28,0.50,2.24
12/06/2004,0.86,0.00,0.43,0.42,0.49,2.19
12/13/2004,0.81,0.00,0.34,0.51,0.49,2.14
12/20/2004,0.93,0.00,0.33,0.31,0.48,2.05
12/27/2004,0.82,0.00,0.44,0.27,0.48,2.01
01/03/2005,0.84,0.00,0.42,0.22,0.51,1.98
01/10/2005,0.93,0.00,0.35,0.15,0.50,1.93
01/17/2005,1.04,0.00,0.29,0.10,0.50,1.93
01/24/2005,1.03,0.00,0.39,0.03,0.51,1.96
01/31/2005,1.04,0.00,0.40,0.08,0.51,2.03
02/07/2005,1.00,0.00,0.46,0.09,0.51,2.05
02/14/2005,1.02,0.00,0.51,0.06,0.51,2.09
02/21/2005,1.12,0.00,0.42,0.09,0.52,2.15
02/28/2005,1.12,0.00,0.47,0.44,0.52,2.18
03/07/2005,1.19,0.00,0.45,0.06,0.53,2.23
03/14/2005,1.21,0.00,0.46,0.09,0.53,2.29
03/21/2005,1.26,0.00,0.46,0.07,0.53,2.31
03/28/2005,1.21,0.00,0.59,0.05,0.54,2.38
04/04/2005,1.28,0.00,0.69,-0.05,0.54,2.46
04/11/2005,1.20,0.00,0.73,0.12,0.55,2.59
04/18/2005,1.12,0.00,0.77,0.15,0.55,2.58
04/25/2005,1.22,0.00,0.66,0.14,0.55,2.57
05/02/2005,1.14,0.00,0.62,0.25,0.55,2.56
05/09/2005,1.17,0.00,0.53,0.27,0.55,2.52
05/16/2005,1.08,0.00,0.50,0.35,0.54,2.47
05/23/2005,1.12,0.00,0.46,0.32,0.54,2.43
05/30/2005,1.17,0.00,0.42,0.26,0.54,2.39
06/06/2005,1.31,0.00,0.35,0.18,0.53,2.36
06/13/2005,1.26,0.00,0.40,0.14,0.53,2.33
06/20/2005,1.35,0.00,0.40,0.07,0.53,2.35
06/27/2005,1.38,0.00,0.46,0.04,0.54,2.41
07/04/2005,1.34,0.00,0.51,0.08,0.54,2.46
07/11/2005,1.35,0.00,0.54,0.09,0.55,2.53
07/18/2005,1.32,0.00,0.50,0.17,0.55,2.54
07/25/2005,1.31,0.00,0.56,0.13,0.55,2.54
08/01/2005,1.42,0.00,0.50,0.08,0.55,2.55
08/08/2005,1.47,0.00,0.58,0.00,0.55,2.60
08/15/2005,1.51,0.00,0.60,0.05,0.56,2.72
08/22/2005,1.49,0.00,0.58,0.12,0.56,2.75
08/29/2005,1.53,0.00,0.74,-0.07,0.57,2.77
09/05/2005,1.54,0.00,0.96,-0.03,0.59,3.06
09/12/2005,1.46,0.00,0.77,0.19,0.58,3.00
09/19/2005,1.56,0.00,0.65,0.16,0.58,2.95
09/26/2005,1.52,0.00,0.73,0.12,0.58,2.95
10/03/2005,1.51,0.00,0.85,0.04,0.58,2.97
10/10/2005,1.43,0.00,0.67,0.29,0.58,2.96
10/17/2005,1.49,0.00,0.50,0.35,0.57,2.90
10/24/2005,1.41,0.00,0.46,0.40,0.57,2.83
10/31/2005,1.38,0.00,0.46,0.35,0.56,2.75
11/07/2005,1.35,0.00,0.38,0.37,0.56,2.66
11/14/2005,1.32,0.00,0.34,0.37,0.55,2.58
11/21/2005,1.32,0.00,0.34,0.26,0.54,2.45
11/28/2005,1.32,0.00,0.34,0.21,0.54,2.41
12/05/2005,1.32,0.00,0.26,0.18,0.53,2.34
12/12/2005,1.41,0.00,0.23,0.11,0.53,2.27
12/19/2005,1.31,0.00,0.34,0.06,0.53,2.25
12/26/2005,1.33,0.00,0.34,0.03,0.53,2.23
01/02/2006,1.43,0.01,0.35,-0.09,0.52,2.21
01/09/2006,1.45,0.01,0.41,-0.06,0.53,2.33
01/16/2006,1.51,0.01,0.29,0.07,0.54,2.42
01/23/2006,1.58,0.01,0.36,-0.06,0.54,2.42
01/30/2006,1.56,0.01,0.42,0.03,0.55,2.51
02/06/2006,1.50,0.01,0.48,0.02,0.55,2.54
02/13/2006,1.40,0.01,0.39,0.18,0.55,2.52
02/20/2006,1.40,0.01,0.48,0.05,0.54,2.47
02/27/2006,1.40,0.01,0.48,0.03,0.54,2.44
03/06/2006,1.43,0.01,0.51,0.00,0.54,2.48
03/13/2006,1.42,0.01,0.52,0.05,0.55,2.53
03/20/2006,1.39,0.01,0.65,0.03,0.56,2.64
03/27/2006,1.48,0.01,0.59,0.04,0.56,2.67
04/03/2006,1.54,0.01,0.61,0.04,0.56,2.74
04/10/2006,1.59,0.01,0.65,-0.01,0.57,2.81
04/17/2006,1.63,0.01,0.73,-0.04,0.57,2.90
04/24/2006,1.65,0.01,0.87,-0.04,0.59,3.07
05/01/2006,1.71,0.01,0.94,-0.05,0.60,3.20
05/08/2006,1.62,0.01,1.11,-0.01,0.61,3.33
05/15/2006,1.61,0.01,1.11,-0.01,0.61,3.33
05/22/2006,1.61,0.01,0.95,0.09,0.60,3.25
05/29/2006,1.68,0.01,0.90,0.09,0.60,3.27
06/05/2006,1.69,0.01,0.89,0.08,0.60,3.27
06/12/2006,1.64,0.01,0.82,0.15,0.60,3.23
06/19/2006,1.61,0.01,0.78,0.20,0.60,3.20
06/26/2006,1.68,0.01,0.76,0.12,0.59,3.16
07/03/2006,1.73,0.01,0.82,0.02,0.60,3.19
07/10/2006,1.72,0.01,0.85,0.04,0.60,3.21
07/17/2006,1.76,0.01,0.79,0.08,0.60,3.24
07/24/2006,1.75,0.01,0.76,0.10,0.60,3.22
07/31/2006,1.74,0.01,0.74,0.11,0.60,3.20
08/07/2006,1.80,0.01,0.67,0.11,0.60,3.19
08/14/2006,1.72,0.01,0.70,0.18,0.60,3.21
08/21/2006,1.69,0.01,0.61,0.26,0.59,3.16
08/28/2006,1.65,0.01,0.57,0.28,0.59,3.10
09/04/2006,1.60,0.01,0.54,0.28,0.58,3.01
09/11/2006,1.53,0.01,0.47,0.36,0.58,2.95
09/18/2006,1.49,0.01,0.42,0.36,0.57,2.85
09/25/2006,1.41,0.01,0.44,0.33,0.56,2.76
10/02/2006,1.42,0.01,0.44,0.25,0.56,2.68
10/09/2006,1.30,0.01,0.53,0.21,0.55,2.60
10/16/2006,1.29,0.01,0.51,0.18,0.55,2.54
10/23/2006,1.25,0.01,0.49,0.19,0.54,2.48
10/30/2006,1.27,0.01,0.49,0.12,0.54,2.43
11/06/2006,1.32,0.01,0.53,-0.01,0.54,2.40
11/13/2006,1.28,0.01,0.59,0.04,0.54,2.46
11/20/2006,1.23,0.01,0.66,0.05,0.54,2.50
11/27/2006,1.32,0.01,0.55,0.07,0.54,2.49
12/04/2006,1.37,0.01,0.52,0.06,0.54,2.50
12/11/2006,1.37,0.01,0.54,0.03,0.55,2.50
12/18/2006,1.39,0.01,0.53,0.07,0.55,2.56
12/25/2006,1.40,0.01,0.52,0.13,0.55,2.61
01/01/2007,1.32,0.01,0.62,0.11,0.55,2.61
01/08/2007,1.27,0.01,0.59,0.21,0.55,2.63
01/15/2007,1.15,0.01,0.66,0.21,0.55,2.58
01/22/2007,1.19,0.01,0.51,0.28,0.55,2.54
01/29/2007,1.22,0.01,0.64,0.08,0.54,2.49
02/05/2007,1.35,0.01,0.59,0.03,0.55,2.54
02/12/2007,1.32,0.01,0.77,-0.03,0.55,2.63
02/19/2007,1.36,0.01,0.71,0.06,0.56,2.71
02/26/2007,1.41,0.01,0.79,0.01,0.57,2.80
03/05/2007,1.38,0.01,0.91,0.03,0.57,2.90
03/12/2007,1.36,0.01,1.10,0.01,0.59,3.07
03/19/2007,1.32,0.01,1.10,0.06,0.59,3.08
03/26/2007,1.47,0.01,1.04,0.03,0.59,3.15
04/02/2007,1.55,0.01,1.02,0.04,0.60,3.23
04/09/2007,1.44,0.01,1.08,0.12,0.60,3.25
04/16/2007,1.52,0.01,1.17,0.00,0.60,3.31
04/23/2007,1.56,0.01,1.03,0.11,0.61,3.32
04/30/2007,1.59,0.01,1.14,0.01,0.61,3.36
05/07/2007,1.50,0.01,1.21,0.11,0.62,3.46
05/14/2007,1.52,0.01,1.12,0.18,0.62,3.45
05/21/2007,1.61,0.01,1.02,0.18,0.61,3.44
05/28/2007,1.58,0.01,1.00,0.20,0.61,3.41
06/04/2007,1.61,0.01,0.83,0.31,0.61,3.37
06/11/2007,1.61,0.01,0.71,0.37,0.61,3.32
06/18/2007,1.68,0.01,0.72,0.23,0.60,3.24
06/25/2007,1.69,0.01,0.77,0.12,0.60,3.19
07/02/2007,1.73,0.01,0.82,0.02,0.60,3.19
07/09/2007,1.76,0.01,0.69,0.08,0.59,3.14
07/16/2007,1.81,0.01,0.59,0.16,0.59,3.16
07/23/2007,1.82,0.01,0.49,0.20,0.59,3.12
07/30/2007,1.87,0.01,0.36,0.22,0.59,3.06
08/06/2007,1.76,0.01,0.39,0.27,0.58,3.02
08/13/2007,1.74,0.01,0.35,0.25,0.58,2.93
08/20/2007,1.73,0.01,0.38,0.16,0.57,2.86
